stock_index,stock_date,rsi_6,macdh,macdh_mvavg5,macd,macds
776,2021-01-25,54.321999999999996,0.066,0.11599999999999999,0.251,0.185
600845,2021-01-25,54.519,-0.005,-0.139,-0.085,-0.08
2945,2021-01-25,54.931999999999995,0.028999999999999998,0.004,-0.012,-0.040999999999999995
860,2021-01-25,55.041000000000004,-0.304,-0.619,0.591,0.895
601808,2021-01-25,55.051,0.053,0.156,0.7390000000000001,0.685
2179,2021-01-25,55.22,-0.716,-0.9940000000000001,2.042,2.758
66,2021-01-25,55.396,-0.222,-0.228,0.48100000000000004,0.703
63,2021-01-25,55.873000000000005,0.042,0.17300000000000001,0.525,0.484
601998,2021-01-25,55.952,0.004,0.008,0.005,0.001
2129,2021-01-25,56.13399999999999,-0.05,-0.038,1.331,1.381
600600,2021-01-25,56.332,-1.143,-1.8459999999999999,-1.538,-0.395
2304,2021-01-25,56.42100000000001,-4.742,-6.67,-3.77,0.972
601021,2021-01-25,56.623999999999995,-0.44799999999999995,-0.57,-0.22,0.228
601138,2021-01-25,56.772,0.040999999999999995,0.106,0.385,0.344
603195,2021-01-25,57.263000000000005,-1.254,-1.768,7.09,8.344
600276,2021-01-25,57.515,-0.865,-1.311,2.138,3.003
786,2021-01-25,57.595,0.27399999999999997,0.604,3.207,2.932
2812,2021-01-25,57.732,-1.565,-2.5180000000000002,3.216,4.781000000000001
600362,2021-01-25,57.937,-0.057999999999999996,-0.11800000000000001,0.551,0.608
100,2021-01-25,58.46,0.131,0.183,0.71,0.579
600352,2021-01-25,58.702,0.11699999999999999,0.11599999999999999,0.261,0.14400000000000002
601166,2021-01-25,58.957,0.192,0.308,0.863,0.6709999999999999
601633,2021-01-25,58.968,-0.7140000000000001,-0.619,2.705,3.4189999999999996
600998,2021-01-25,58.971000000000004,0.11800000000000001,0.10800000000000001,0.309,0.191
300628,2021-01-25,59.137,0.768,0.858,3.123,2.355
2252,2021-01-25,59.611000000000004,0.078,0.055,-0.053,-0.13
600872,2021-01-25,60.225,-0.322,-0.467,0.39899999999999997,0.721
2371,2021-01-25,60.235,1.2819999999999998,2.946,13.571,12.289000000000001
2001,2021-01-25,60.239,0.19899999999999998,0.275,1.9409999999999998,1.7409999999999999
601225,2021-01-25,60.521,0.099,0.145,0.361,0.262
2032,2021-01-25,61.036,-0.217,-0.09300000000000001,1.8969999999999998,2.114
768,2021-01-25,61.382,-0.413,-0.561,0.878,1.291
603288,2021-01-25,61.395,-1.473,-1.755,3.924,5.397
601727,2021-01-25,61.754,-0.01,-0.03,-0.012,-0.002
300142,2021-01-25,61.879,0.37,0.155,-0.598,-0.968
600809,2021-01-25,62.178000000000004,-5.083,-6.472,15.817,20.9
601100,2021-01-25,62.273999999999994,-0.89,-1.156,5.178999999999999,6.07
333,2021-01-25,62.435,-0.46,-0.727,2.125,2.5839999999999996
601360,2021-01-25,62.473,0.064,0.06,0.313,0.249
603993,2021-01-25,63.282,-0.07,-0.102,0.305,0.375
603087,2021-01-25,63.605,-0.013000000000000001,-0.384,9.63,9.642999999999999
600019,2021-01-25,63.72,0.049,0.039,0.17,0.122
963,2021-01-25,63.766000000000005,0.21899999999999997,0.111,-0.019,-0.23800000000000002
600893,2021-01-25,64.048,-0.249,-0.37799999999999995,5.869,6.117999999999999
603369,2021-01-25,64.153,-0.521,-0.753,0.696,1.217
688008,2021-01-25,64.31,0.009000000000000001,-0.002,0.14800000000000002,0.139
601899,2021-01-25,64.4,-0.018000000000000002,-0.028999999999999998,0.462,0.48
538,2021-01-25,64.814,-0.618,-0.645,6.718999999999999,7.337999999999999
600118,2021-01-25,64.987,0.152,0.001,1.031,0.88
601658,2021-01-25,65.01100000000001,0.063,0.073,0.17,0.107
600760,2021-01-25,65.333,-0.8859999999999999,-1.228,4.504,5.39
596,2021-01-25,65.509,-3.014,-5.819,-4.928,-1.9140000000000001
661,2021-01-25,65.65,-4.08,-5.652,13.638,17.718
600887,2021-01-25,66.111,-0.354,-0.42200000000000004,1.284,1.6380000000000001
300014,2021-01-25,66.15899999999999,0.9540000000000001,0.456,8.068,7.115
725,2021-01-25,66.41,0.024,0.027000000000000003,0.379,0.355
708,2021-01-25,66.458,0.066,0.156,1.571,1.505
300124,2021-01-25,66.622,0.28800000000000003,-0.287,2.9189999999999996,2.6310000000000002
2008,2021-01-25,67.01,0.353,0.305,2.469,2.116
603899,2021-01-25,67.035,-0.075,-0.139,3.0669999999999997,3.142
300413,2021-01-25,67.229,1.354,1.402,5.341,3.988
600031,2021-01-25,67.355,-0.08800000000000001,-0.092,2.439,2.528
338,2021-01-25,67.729,0.187,0.262,0.8029999999999999,0.616
157,2021-01-25,67.756,-0.013999999999999999,-0.012,0.594,0.607
2821,2021-01-25,67.965,2.763,0.633,10.329,7.566
601877,2021-01-25,68.21,-0.07,-0.225,0.97,1.04
300601,2021-01-25,68.257,1.229,-0.8170000000000001,-0.031,-1.26
2153,2021-01-25,68.456,0.46799999999999997,0.276,-0.16899999999999998,-0.637
300676,2021-01-25,68.74,3.245,2.426,8.993,5.747999999999999
600690,2021-01-25,68.906,0.033,0.084,1.669,1.636
601012,2021-01-25,69.421,0.353,-0.302,7.796,7.443
2460,2021-01-25,69.559,0.073,-0.131,11.205,11.132
688009,2021-01-25,69.643,0.862,0.882,4.559,3.697
2410,2021-01-25,69.643,0.862,0.882,4.559,3.697
1,2021-01-25,69.757,0.198,0.266,0.9620000000000001,0.763
2271,2021-01-25,70.038,0.315,0.27699999999999997,3.392,3.076
2607,2021-01-25,70.48899999999999,0.488,0.129,-0.28800000000000003,-0.777
568,2021-01-25,70.491,-2.055,-3.502,8.676,10.73
600176,2021-01-25,70.842,0.098,0.111,1.555,1.4569999999999999
601888,2021-01-25,71.14,-2.6630000000000003,-4.52,12.847000000000001,15.51
858,2021-01-25,71.215,-0.9740000000000001,-3.02,4.6530000000000005,5.627000000000001
600438,2021-01-25,71.414,0.138,-0.33,1.797,1.6580000000000001
600036,2021-01-25,71.527,0.433,0.63,2.267,1.834
300059,2021-01-25,71.862,0.29100000000000004,0.355,2.8939999999999997,2.603
703,2021-01-25,71.94800000000001,0.17800000000000002,0.168,0.514,0.336
600436,2021-01-25,72.317,-0.387,-1.077,13.255,13.642000000000001
600519,2021-01-25,72.459,-5.62,-9.878,61.273999999999994,66.895
603833,2021-01-25,72.578,1.788,1.006,3.21,1.422
2230,2021-01-25,72.579,0.8009999999999999,0.6609999999999999,2.7969999999999997,1.996
601377,2021-01-25,73.033,0.036000000000000004,0.018000000000000002,0.11699999999999999,0.08
600299,2021-01-25,73.461,0.225,0.166,0.132,-0.09300000000000001
300408,2021-01-25,73.465,0.358,0.353,1.7930000000000001,1.435
600999,2021-01-25,73.64,0.19899999999999998,0.175,1.101,0.902
2027,2021-01-25,73.66,0.094,0.109,0.523,0.429
600763,2021-01-25,73.87,0.843,-0.613,14.317,13.474
600111,2021-01-25,74.696,0.401,0.261,1.187,0.7859999999999999
2202,2021-01-25,74.982,0.055999999999999994,-0.085,0.68,0.624
300122,2021-01-25,75.056,1.7069999999999999,-0.336,3.05,1.344
300003,2021-01-25,75.616,0.305,0.226,0.275,-0.03
600588,2021-01-25,75.763,0.616,0.293,1.053,0.43700000000000006
603392,2021-01-25,76.344,5.077,4.159,27.035999999999998,21.959
600309,2021-01-25,76.827,0.532,0.491,6.747999999999999,6.216
603799,2021-01-25,78.402,0.43,-0.8420000000000001,7.085,6.656000000000001
2601,2021-01-25,80.37100000000001,0.396,0.445,2.69,2.294
300529,2021-01-25,81.288,0.8370000000000001,0.363,2.785,1.949
2120,2021-01-25,81.413,0.27399999999999997,0.217,0.079,-0.195
300015,2021-01-25,81.61,0.695,0.073,2.329,1.6340000000000001
600346,2021-01-25,81.944,0.792,0.727,3.935,3.1430000000000002
2594,2021-01-25,82.165,1.589,-0.036000000000000004,14.962,13.374
2352,2021-01-25,83.052,0.9670000000000001,0.385,3.842,2.8760000000000003
600660,2021-01-25,84.336,0.695,0.3,4.488,3.793
600989,2021-01-25,85.545,0.151,0.139,0.7809999999999999,0.63
603501,2021-01-25,85.617,3.978,5.127999999999999,25.235,21.256999999999998
2044,2021-01-25,86.243,0.314,0.26,0.624,0.311
2415,2021-01-25,86.693,0.792,0.585,4.564,3.7710000000000004
2493,2021-01-25,87.204,0.502,0.34299999999999997,2.424,1.922
300347,2021-01-25,87.26,1.3030000000000002,-0.428,8.763,7.46
600406,2021-01-25,88.199,0.33,0.203,1.5719999999999998,1.2429999999999999
2236,2021-01-25,89.56,0.313,0.245,1.151,0.838
603259,2021-01-25,92.366,3.102,0.99,11.822000000000001,8.72
601155,2021-01-25,96.925,1.194,0.8420000000000001,2.285,1.091
